CLINIC,ADDRESS,PHONE,EMAIL
"Ortodoncie Přerov, s.r.o.",Smetanova 1969/11 750 02 PřerovTel.:  776715817,  776715817,
ORTODONCIE Rošková s.r.o.,Melantrichova 539/21 796 01 Prostějov,,
Ortodoncie Sládek s.r.o.,U Polikliniky 1289 698 01 Veselí nad Moravou,,
"Ortodoncie Strojilová, s.r.o.",Boženy Němcové 1661/12 751 02 PřerovTel.:  581203783,  581203783,
ORTODONCIE TEPLICE s.r.o.,Českobratrská 441/12 415 01 TepliceTel.:  417537137,  417537137,
ORTODONCIE.NET s.r.o.,Nad Závěrkou 489/16 169 00 Praha 6Tel.:  734523221,  734523221,
Orto-Duo s.r.o.,Pivovarská 214/4 370 01 České Budějovice,,
Orto-Duo s.r.o.,Pivovarská 217/6 370 01 České Budějovice,,
ORTOFLEX s.r.o.,Masarykovo nám. 6 595 01 Velká BítešTel.:  566531645E-mail:  ortodoncie.dospisilova@seznam.cz,  566531645,  ortodoncie.dospisilova@seznam.cz
ORTOFLEX s.r.o.,Lidická 977/23a 602 00 BrnoTel.:  541240387E-mail:  ortodoncie.dospisilova@seznam.cz,  541240387,  ortodoncie.dospisilova@seznam.cz
OrtoHelp s.r.o.,"Unhošťská 2533 272 01 KladnoTel.:  312664705, 777 187 739E-mail:  rovnatka-kladno@seznam.cz","  312664705, 777 187 739",  rovnatka-kladno@seznam.cz
ORTOINDENT s.r.o.,Janáčkova 733 753 01 HraniceTel.:  581603663,  581603663,
OrtoJih s.r.o.,Matice školské 1786/17 370 01 České Budějovice 7E-mail:  ordinace@ortojih.cz,,  ordinace@ortojih.cz
Ortolight s.r.o.,U Hostivařského nádraží 1328/6 102 00 Praha 10Tel.:  271960688,  271960688,
Ortoline Luhačovice s.r.o.,Partyzánů 2174 688 01 Uherský BrodTel.:  608066912,  608066912,
Ortoline Luhačovice s.r.o.,Krátká 798 766 01 Valašské KloboukyTel.:  577042178,  577042178,
Ortoline Luhačovice s.r.o.,"Antonínova 4465 760 01 ZlínTel.:  577217388, 734896310","  577217388, 734896310",
OrtoMan ortodoncie s.r.o.,Komenského 171/9 250 01 Brandýs nad Labem-Stará BoleslavTel.:  601 502 701E-mail:  ortomanortodoncie@gmail.com,  601 502 701,  ortomanortodoncie@gmail.com
ORTONEO s.r.o.,Údolní 316/94 142 00 Praha 4Tel.:  728969969,  728969969,
Ortoprima s.r.o.,Masarykova 699/9 460 01 LiberecTel.:  485106614,  485106614,
ortorama s.r.o.,Politických vězňů 508/20 266 01 Beroun-Město,,
"ORTOSIMO, s.r.o.",Václavská 418 252 63 Roztoky u PrahyTel.:  773635350,  773635350,
OrtoSmile s.r.o.,"Římská 1276/36 120 00 Praha 2Tel.:  222521005, 603381279","  222521005, 603381279",
ORTO-TEP s.r.o.,Vrchlického 1036/7 415 01 Teplice,,
ORTOVIA s.r.o.,Werichova 1145/23 152 00 Praha 5Tel.:  737634663E-mail:  ortovia@ortovia.com,  737634663,  ortovia@ortovia.com
Ortovize s.r.o.,Kateřinská 495/4 128 00 Praha 2,,
ORYSHCHAK s.r.o.,Soukalova 2180/6 143 00 Praha 4Tel.:  774144079,  774144079,
OVdent s.r.o.,Lidická 1023/63a 602 00 BrnoTel.:  773952603E-mail:  ovdent@seznam.cz,  773952603,  ovdent@seznam.cz
OXENFREE s.r.o.,5. května 414 561 69 Králíky,,
OXENFREE s.r.o.,Benešovo náměstí 123 594 51 Křižanov,,
"OxiDent s.r.o. - Masarykovo náměstí 135/12, Slaný","Masarykovo náměstí 135/12 274 01 SlanýTel.:  312243418, 727907804E-mail:  oxidentslany@gmail.com","  312243418, 727907804",  oxidentslany@gmail.com
OZAN centrum s.r.o.,Ke Koulce 1704/6 150 00 Praha 5,,
"P - DENT, s.r.o.",Masarykovo nám. 13 398 11 Protivín,,
P&P dental s.r.o.,Zachariášova 679/4 370 04 České BudějoviceTel.:  773930013,  773930013,
P.C.D. spol. s r.o.,1. máje 716 463 34 Hrádek nad NisouTel.:  482723536E-mail:  sek@vol.cz,  482723536,  sek@vol.cz
P.S.Dent s.r.o.,Mikoláše Alše 587 282 01 Český BrodTel.:  321620272,  321620272,
P+D DENTAL s.r.o.,Rybníček 126 753 66 Hustopeče nad BečvouTel.:  581626114,  581626114,
P+D DENTAL s.r.o.,756 51 Zašová 42Tel.:  776559688,  776559688,
P3K DENTAL s.r.o.,Kamenice 113 547 01 NáchodTel.:  724086199,  724086199,
PadaDent s.r.o.,Dukelská 294 441 01 PodbořanyTel.:  721 027 044,  721 027 044,
Pála Dent s.r.o.,Vodní 4691/23 796 01 Prostějov,,
Palace Dental Clinic s.r.o.,Dlouhá 727/39 110 00 Praha 1,,
"PALMADENT - ORTO, s.r.o.",Kollárova 330 282 01 Český Brod,,
"PALMADENT - ORTO, s.r.o.",Kollárova 335 282 01 Český BrodTel.:  321622605,  321622605,
PANADENT s.r.o.,J.A.Bati 5645 760 01 ZlínTel.:  577522629E-mail:  panadent@seznam.cz,  577522629,  panadent@seznam.cz
Papesch Dent s.r.o.,Partyzánská 1730/3 747 05 Opava - Kateřinky,,
Paracelsus s.r.o.,areál Chemopetrol a.s. 436 70 Litvínov 1Tel.:  476163576,  476163576,
"Pardubická krajská nemocnice, a.s.",Kyjevská 44 532 03 PardubiceTel.:  466011111,  466011111,
PARO Úlehlová s.r.o.,Havlíčkovo nám. 94/4 397 01 PísekTel.:  382219037,  382219037,
ParoDental s.r.o.,Broumovská 989 460 06 Liberec 6,,
Parodontologie - implantologie s.r.o.,Horní Valy 2536 688 01 Uherský BrodTel.:  572631913,  572631913,
Parodontologie Augustín s.r.o.,Makovského náměstí 3147/2 616 00 Brno,,
Parodontologie MUDr. Evy Skřivánkové s.r.o.,Helfertova 506/7 613 00 BrnoTel.:  736733395,  736733395,
Parodontologie MUDr. Veronika Filipová s.r.o.,Mendlovo náměstí 907/1a 603 00 Brno,,
Parodontologie s.r.o.,Bratislavská 2 602 00 BrnoTel.:  542220199,  542220199,
Parondo s.r.o.,tř. Budovatelů 1996/112 434 01 Most,,
Parosan medical s.r.o.,Jungmannova 731/7 796 01 ProstějovTel.:  582342885,  582342885,
"PAUČKOVÁ ORTODONCIE, s.r.o.",Slavníkovců 313/5 709 00 Ostrava - Mariánské HoryTel.:  596620125,  596620125,
PavLi.HK s.r.o.,Vydrova 1085/5 500 02 Hradec KrálovéTel.:  77454705,  77454705,
PavLi.HK s.r.o.,Vydrova 1085/5 500 02 Hradec KrálovéTel.:  774262353,  774262353,
"Pavlovič Darko, Dr. med",Českobudějovická 448 382 41 Kaplice,,
PB Dent s.r.o.,Na Příkopech 103 261 01 Příbram,,
PD Dent s.r.o.,Na Zahrádkách 194/17 779 00 OlomoucTel.:  585411941,  585411941,
PDC s.r.o.,"Weilova 1270/4 102 00 Praha 10, HostivařTel.:  722435728",  722435728,
PEJADENT s.r.o.,Václavské nám. 37 273 51 UnhošťTel.:  731156465,  731156465,
PEJADENT s.r.o.,Pražská 910 273 51 UnhošťTel.:  731156465,  731156465,
PeKa Dent s.r.o.,Karlovarská 490/24 301 00 PlzeňTel.:  605531176,  605531176,
Pekárek spol. s r.o.,Starochodovská 1750/91 149 00 Praha 4,,
Pekárek spol. s r.o.,Nad Olšinami 672/4 100 00 Praha 10Tel.:  216216966,  216216966,
Pekárek spol. s r.o.,Okrouhlická 568/15 182 00 Praha 8Tel.:  216216966,  216216966,
PELDENT s.r.o.,Nedvězská 2223/29 100 00 Praha 10,,
PeMi Molarius s.r.o.,28. října 1069/18 430 01 ChomutovE-mail:  ordinace@pemimolarius.cz,,  ordinace@pemimolarius.cz
"PERFECT DENT, s.r.o.","Nám. Svobody 250 471 23 ZákupyTel.:  487874489, 487857139","  487874489, 487857139",
PERFECT DENTAL s.r.o.,Za Tavírnou 260 381 01 Český KrumlovTel.:  722 769 854,  722 769 854,
PERFECT DENTAL s.r.o.,Lipová 900 382 41 Kaplice,,
Perfect Smile s.r.o.,V Kolkovně 909/6 110 00 Praha 1Tel.:  731551182,  731551182,
Perfect Smile s.r.o.,V Kolkovně 909/6 110 00 Praha 1,,
perfect teeth s.r.o.,č.p. 1 798 57 Laškov,,
perfect teeth s.r.o.,"Opletalova 475/6 779 00 OlomoucTel.:  585203615, 721317682","  585203615, 721317682",
PerfectDent Tachov s.r.o.,Václavská 1560 347 01 TachovTel.:  374718218,  374718218,
"performer09, s.r.o.",Příčná 5 360 17 Karlovy VaryTel.:  353561420,  353561420,
Perio Clinic s.r.o.,Orlí 655/30 602 00 Brno,,
"Perlan Dental Clinic, s.r.o.",Těšnov 1163/5 110 00 Praha 1Tel.:  224234447E-mail:  perlandental@seznam.cz,  224234447,  perlandental@seznam.cz
"PERTICA, s.r.o.",Rudolfovská tř. 151/60 370 01 České BudějoviceTel.:  387413111E-mail:  ordinacecb@seznam.cz,  387413111,  ordinacecb@seznam.cz
PETRA dental s.r.o.,nám. Hrdinů 932/5 794 01 KrnovTel.:  554620221,  554620221,
Petrák stomatologie s.r.o.,Náměstí Dr. Lützowa 244 517 54 VamberkTel.:  721200244,  721200244,
Petrák stomatologie Vrchlabí s.r.o.,Jihoslovanská 465 543 01 VrchlabíTel.:  499 421 407,  499 421 407,
"Petro Orikhivskyi, zubní lékař",Krymská 1735/37 360 01 Karlovy Vary,,
PetrOrtho s.r.o.,Uruguayská 272/3 120 00 Praha 2Tel.:  224253604E-mail:  recepce@petrortho.cz,  224253604,  recepce@petrortho.cz
PHARMACENTRUM NIKOS s.r.o.,třída Edvarda Beneše 1430/7 500 12 Hradec Králové,,
PHARMACENTRUM NIKOS s.r.o.,třída E. Beneše 1549 500 12 Hradec KrálovéTel.:  495454000,  495454000,
PHVK Dent s.r.o.,Fügnerova 559 377 01 Jindřichův HradecTel.:  384361401,  384361401,
"PIKR-DENT, s.r.o.",Mírové nám. 3 417 23 Košťany u TeplicTel.:  417537248,  417537248,
"Pitrochová, s.r.o.",Durďákova 11 613 00 BrnoTel.:  545573530,  545573530,
PK DENT s.r.o.,Ruská 2887/101 706 02 Ostrava - VítkoviceTel.:  595953061,  595953061,
Plombička s.r.o.,Vítězství 101 763 15 SlušoviceTel.:  577983255,  577983255,
PLURIMED s.r.o.,Bratří Burianů 1425 269 01 RakovníkTel.:  313502484,  313502484,
PLUTANIUM s.r.o.,Bayerova 15 602 00 BrnoTel.:  549254168,  549254168,
Plyushchakov Oleksandr,Myslbekova 23 405 01 DěčínTel.:  412519622,  412519622,
Plyushchakova Tetyana,Cihlářská 3124 407 47 Varnsdorf,,
PM DENTAL s.r.o.,Žerotínova 895/5a 690 02 BřeclavTel.:  608373000,  608373000,
PMK-DENT Plus s.r.o.,Tyršova 195 742 58 Příbor,,
"Pobočka České Budějovice - Žižkova třída 22, České Budějovice",Žižkova třída 22 37001 České Budějovice,,
Pobočka Karlovy Vary,Dr. Janatky 2 360 21 Karlovy Vary,,
"Pobočka Kolín - Komenského 193, Kolín",Komenského 193 28000 Kolín,,
"Pobočka Olomouc - Jeremenkova 1157/42a, Olomouc - Hodolany",Jeremenkova 1157/42a 77900 Olomouc - Hodolany,,
"Pobočka Plzeň - Purkyňova 17, Plzeň",Purkyňova 17 30100 Plzeň,,
"Pobočka Plzeň - Sady 5. května 59, Plzeň",Sady 5. května 59 301 00 Plzeň,,
Pobočka Praha 3,Orlická 2024/4 13000 Praha 3,,
Pobočka Příbram,Jiráskovy sady 115  Příbram,,
Pobočka Vyškov,Dobrovského 422/3 68201 Vyškov,,
Podještědská poliklinika s.r.o.,Na Bojišti 84/7 460 07 LiberecTel.:  482360700,  482360700,
Pohodent s.r.o.,Smetanova 315 539 73 Skuteč,,
Pojhanmanesh Dent s.r.o.,"Ječná 441/5 326 00 PlzeňTel.:  377241352, 606313638","  377241352, 606313638",
Pojhanmanesh Dent s.r.o.,"Ječná 441/5 326 00 PlzeňTel.:  377241352, 606313638","  377241352, 606313638",
Poladent s.r.o.,"Koterovská 439/131 326 00 Plzeň, Lobzy",,
Poliklinika,Denisova 352/II 377 01 Jindřichův Hradec,,
Poliklinika Bory,Čechova 44 320 28 Plzeň,,
Poliklinika Bory spol. s r.o.,Čechova 44 301 00 PlzeňTel.:  373723232E-mail:  Alexandra.Texelova@seznam.cz,  373723232,  Alexandra.Texelova@seznam.cz
Poliklinika Bory spol. s r.o.,Čechova 44 301 00 PlzeňTel.:  373723111,  373723111,
Poliklinika Břeclav s.r.o.,Bří. Mrštíků 38 690 02 Břeclav,,
Poliklinika Milevsko s.r.o,Jeřábkova 158 399 01 MilevskoTel.:  382503223,  382503223,
"Poliklinika MUDr. Rudolfa Kropáče, s.r.o.",Rybkova 338/9 602 00 Brno,,
Poliklinika Skvrňany,Terezie Brzkové 15 318 10 Plzeň,,
Poliklinika ŠKODA,V. Klementa 188 293 01 Mladá Boleslav,,
Poliklinika ŠKODA,V. Klementa 188 293 01 Mladá Boleslav,,
Poliklinika Tachov,Václavská 1560 347 01 TachovTel.:  374718218,  374718218,
"Poliklinika Třešť, spol. s r.o.",Palackého 1334 589 01 TřešťTel.:  567319385,  567319385,
Poliklinika Týniště nad Orlicí s.r.o.,Mírové nám. 88 517 21 Týniště nad OrlicíTel.:  494371110E-mail:  janca.laubova@seznam.cz,  494371110,  janca.laubova@seznam.cz
Poliklinika Železný Brod s.r.o.,Jarní 53 468 22 Železný BrodTel.:  483389201,  483389201,
POLYDENT. s.r.o.,Těšnov 1163/5 110 00 Praha 1,,
Pop Vyacheslav,Komenského 697 431 51 Klášterec nad OhříTel.:  474374454,  474374454,
Popovičová Lilija,Pavla Beneše 570/12 199 00 Praha 9 - LetňanyTel.:  774441552,  774441552,
Popovičová Lilija,Bohušovická 541/8 190 00 Praha 9Tel.:  286886912,  286886912,
Posádková ošetřovna,Křižíkova 12 180 00 Praha 8,,
Posádková ošetřovna,Klimentov 354 71 Velká HleďsebeTel.:  354670825,  354670825,
Posádková ošetřovna,Kyjevská 390 61 TáborTel.:  943302742,  943302742,
Posádková ošetřovna,500 02 Hradec Králové 2Tel.:  495253253,  495253253,
Posádková ošetřovna,Na Vinici 1 412 01 LitoměřiceTel.:  973288296,  973288296,
Posádková ošetřovna,"Chodská 21 612 00 BrnoTel.:  541183380, 541181111","  541183380, 541181111",
Posádková ošetřovna,500 03 Hradec KrálovéTel.:  495253693,  495253693,
Posádková ošetřovna,VÚ 5383 750 02 Přerov-BochořTel.:  581285630,  581285630,
Posádková ošetřovna,530 02 PardubiceTel.:  466242330,  466242330,
Posádková ošetřovna,Letiště 286 01 ČáslavTel.:  973235878,  973235878,
Posádková ošetřovna,Boleslavská 929 250 02 Stará BoleslavTel.:  973231031,  973231031,
Posádková ošetřovna,"Mladoboleslavská 300 197 06 Praha 9 - KbelyTel.:  973207486, 973207480","  973207486, 973207480",
Posádková ošetřovna,262 23 JinceTel.:  973311704,  973311704,
Posádková ošetřovna,Pražská 438 01 ŽatecTel.:  415738563,  415738563,
Posádková ošetřovna,Sídliště V. Nejedlého 682 03 Vyškov,,
Posádková ošetřovna,381 01 Český KrumlovTel.:  380786301,  380786301,
Posádková ošetřovna,Libušina ul. 1 771 11 OlomoucTel.:  973404013,  973404013,
Posádková ošetřovna,třída Národních mučedníků 339 01 Klatovy,,
Posádková ošetřovna,349 01 StříbroTel.:  374614111,  374614111,
Posádková ošetřovna,783 54 Přáslavice,,
Posádková ošetřovna,Letiště Planá 370 04 České Budějovice - PlanáTel.:  387802350,  387802350,
Posádková ošetřovna Hradec Králové,Třebešská 1575 500 31 Hradec KrálovéTel.:  973253253,  973253253,
Posádkové zdravotnické zařízení Pardubice,Pražská ulice 530 02 PardubiceTel.:  973242330,  973242330,
Pošumavská zubní s.r.o.,"Petra Bezruče 158 340 22 NýrskoTel.:  376571140, 376391989","  376571140, 376391989",
powerdent s.r.o.,Vajgarská 1141 198 00 Praha 9,,
"PP Hospitals, s.r.o.",Brázdimská 1000 250 01 Brandýs nad Labem - Stará BoleslavTel.:  326746580,  326746580,
PR8 Dent s.r.o.,Nemocniční 204 383 01 PrachaticeTel.:  702062092,  702062092,
Pragdent s.r.o.,Janovského 993/4/ 170 00 Praha 7Tel.:  777 770 942E-mail:  ordinace@prag-dent.cz,  777 770 942,  ordinace@prag-dent.cz
PRAGMADENT s.r.o.,Nádražní 30/19 150 00 Praha 5Tel.:  257313731,  257313731,
Pragomedika s.r.o.,Vídeňská 800 140 00 Praha 4Tel.:  234333546,  234333546,
"Prague Dental Clinic, s.r.o.",Železná 490/14 110 00 Praha 1Tel.:  604484444E-mail:  pdclinic@seznam.cz,  604484444,  pdclinic@seznam.cz
"Prague Health Care, s.r.o.",Železná 485/4 110 00 Praha 1,,
"Praktický zubní lékař Kladno, s.r.o.",Wednesbury 2329 272 01 KladnoTel.:  312684792,  312684792,
PRAKTIK DENTS s.r.o.,17. listopadu 1790/5 708 00 OstravaTel.:  596983183,  596983183,
Praxident DK s.r.o.,Vrahovická 2526/7 796 01 ProstějovTel.:  582349889,  582349889,
Praxis dentalis s.r.o.,Krškova 807/21 152 00 Praha 5Tel.:  251086233,  251086233,
Pražské centrum dentální implantologie s.r.o.,"Na Okraji 331/45B 160 00 Praha 6 - VeleslavínTel.:  603 518 325, 271722258E-mail:  info@pcdi.cz","  603 518 325, 271722258",  info@pcdi.cz
PremiumDent s.r.o.,"Bratří Štefanů 895/1 500 03 Hradec KrálovéTel.:  495865448, 735024735","  495865448, 735024735",
PREVDENT s.r.o.,"Božkovská 45 301 43 PlzeňTel.:  377104765, 377240207","  377104765, 377240207",
PREVENT Dental Care s.r.o.,Březiněveská 286/3 182 00 Praha 8Tel.:  284680240,  284680240,
Prevent K - Dent s.r.o.,Luká č.p. 80 783 24 LukáTel.:  604603704,  604603704,
Preventivní stomatologie s.r.o.,Janouškova 579/4 613 00 Brno,,
Prezuka s. r. o.,Malé náměstí 1700 256 01 Benešov,,
Prima Ortho s.r.o.,8. pěšího pluku 85 738 01 Frýdek-Místek,,
Prima Svět s.r.o.,Nábřeží Svat. Čecha 664 374 01 Trhové Sviny,,
PRIMADENT s.r.o.,Dělnická 53 624 00 BrnoTel.:  541214377E-mail:  primadent@konstancie.cz,  541214377,  primadent@konstancie.cz
primadental s.r.o.,"Hviezdoslavova 1600/6 149 00 Praha 4Tel.:  775318282, 272 919 640E-mail:  info@primadental.cz","  775318282, 272 919 640",  info@primadental.cz
PrimaLTDent s.r.o.,Liškova 1572/49 412 01 Litoměřice 1,,
"Primarovnatka, s.r.o.",Na Dlouhém lánu 563/11 160 00 Praha 6Tel.:  732313563E-mail:  mail@primarovnatka,  732313563,  mail@primarovnatka
PRIMASTOM s.r.o.,Olšanská 2666/7 130 00 Praha 3Tel.:  222581077,  222581077,
PRIMASTOM s.r.o.,"Seifertova 555/47 130 00 Praha 3Tel.:  221511122, 724540333","  221511122, 724540333",
PRIMAXIS GROUP s.r.o.,Korunní 810/104 101 00 Praha 10Tel.:  777449910,  777449910,
"PRIME TECHNIC, s.r.o.",J. E. Purkyně 270/5 434 01 MostTel.:  775370270,  775370270,
PrivaDent s.r.o.,Závodní 391/96C 360 06 Karlovy VaryTel.:  702192885E-mail:  info@privadent.cz,  702192885,  info@privadent.cz
PrivaDent Surgery s.r.o.,Závodní 391/96c 360 06 Karlovy Vary,,
Privátní stomatologická praxe MUDr. Ivan Klapka s.r.o.,Hviezdoslavova 520/12 149 00 Praha 4,,
Privátní stomatologie Kliment s.r.o.,"Revoluční 19 110 00 Praha 1Tel.:  221715234, 221715233","  221715234, 221715233",
Privátní stomatologie Kliment s.r.o.,"Revoluční 19 110 00 Praha 1Tel.:  221715234, 221715233","  221715234, 221715233",
Pro Dent s.r.o.,Žižkova tř. 1321/1 370 01 České BudějoviceTel.:  386 356 182,  386 356 182,
Pro FonteDent s.r.o.,"Mathonova 291/1 796 04 ProstějovTel.:  582315349, 733122888","  582315349, 733122888",
"PRO SMILE, s.r.o.",Halasovo náměstí 597/1 638 00 Brno,,
ProClinic s.r.o.,Kanice 44 664 01 KaniceTel.:  604 221 770E-mail:  proclinic@proclinic.cz,  604 221 770,  proclinic@proclinic.cz
Prodent Plus spol. s r.o.,Kochova 1227/2 736 01 Havířov -ŠumbarkTel.:  597578599,  597578599,
Prodentes s.r.o.,594 44 Radostín nad Oslavou 71Tel.:  799505925,  799505925,
Prodentica s.r.o.,Křivá 1654/1 586 01 Jihlava,,
ProEste s.r.o.,Husovo nám. 2268/45 796 01 Prostějov,,
Proesthetic K+P s.r.o.,U Vozovny 1115/3 708 00 OstravaTel.:  596914633,  596914633,
PROFI DENTAL s.r.o.,nám. Republiky 2/1 746 01 Opava - PředměstíTel.:  553794383,  553794383,
ProfiDent - stomatologické centrum s.r.o.,Ukrajinská 900/11 101 00 Praha 10Tel.:  220515710,  220515710,
PROFIDENTAL Prague EU s.r.o.,Tovární 1342/12 170 00 Praha 7Tel.:  607628355,  607628355,
ProfiDentist s.r.o.,Zdeňka Chalabaly 3041/2 700 30 OstravaTel.:  608553348E-mail:  profidentist.cz@gmail.com,  608553348,  profidentist.cz@gmail.com
PROFIK DENT s.r.o.,468 45 Velké Hamry 490Tel.:  778008875,  778008875,
Profismile plus s.r.o.,Kadláčkova 894/17 742 21 KopřivniceTel.:  777 636 540,  777 636 540,
Profistar Dental spol. s.r.o.,Čechovská 57 261 01 PříbramTel.:  318697334,  318697334,
"Program H plus, s.r.o.",Kartouzská 3274/10 150 00 Praha 5Tel.:  227 071 172,  227 071 172,
ProgresDent Centrum s.r.o.,"Seydlerova 2451/8 158 00 Praha 13Tel.:  296113272, 603222558, 251511951E-mail:  recepce.stomatologie@lipacentrum.cz","  296113272, 603222558, 251511951",  recepce.stomatologie@lipacentrum.cz
Procházka ZZ s.r.o.,Novohradská 801/41 370 08 České BudějoviceTel.:  775388764,  775388764,
PROKSTOMA s.r.o.,Bartoňova 684 530 12 Pardubice,,
ProMag Dental s.r.o.,Hostinského 1536/7 155 00 Praha 5Tel.:  +420727933002E-mail:  Promagstodulky@gmail.com,  +420727933002,  Promagstodulky@gmail.com
"PROMEDICAL CENTRUM, s.r.o.",Kamenická 3633 276 01 Mělník,,
"PROMEDICAL CENTRUM, s.r.o.",Kamenická 3633 276 01 MělníkTel.:  315623179,  315623179,
ProParoDental - MUDr. Trpáková s.r.o.,Nádražní 293 377 01 Jindřichův Hradec,,
Prosdent s.r.o.,"Prosiměřice 172 671 61 ProsiměřiceTel.:  515271400, 606374680E-mail:  ordinace@prosdent.cz","  515271400, 606374680",  ordinace@prosdent.cz
Prosmile centrum s.r.o.,Vsetínská 1266 757 01 Valašské MeziříčíTel.:  571623994,  571623994,
ProSmile Clinic s.r.o.,"Lublaňská 1015/13 120 00 Praha 2Tel.:  224261470, 777009245E-mail:  scvinohrady@gmail.com","  224261470, 777009245",  scvinohrady@gmail.com
PROTETIK DENT s.r.o.,"Plzeňská 88 332 14 ChotěšovTel.:  377900458, 605788070","  377900458, 605788070",
PROTETIK s.r.o.,Poděbradova 26 301 21 PlzeňTel.:  377225452,  377225452,
PROTETIK s.r.o.,Poděbradova 26 301 21 PlzeňTel.:  377225452,  377225452,
PROTETIK zubní ordinace s.r.o.,Otýlie Beníškové 1664/14 301 00 PlzeňTel.:  377530515,  377530515,
Prouzovi s.r.o.,"Šafaříkova 1105 544 01 Dvůr Králové nad LabemTel.:  499321028, 736481728E-mail:  zubni.prouzovi@seznam.cz","  499321028, 736481728",  zubni.prouzovi@seznam.cz
ProŽivot s.r.o.,M.Chlajna 1493/25 370 05 České Budějovice,,
Průhonice Dent s.r.o.,Květnové náměstí 7 252 43 Průhonice,,
PRYMA DENTES s.r.o.,Hornosušská 1050/8 735 64 Havířov - Prostřední SucháTel.:  596433189E-mail:  prymadentes@seznam.cz,  596433189,  prymadentes@seznam.cz
PŘ a sněm OSK Poděbrady, ,,
PŘ OSK Brno - venkov, ,,
PŘ OSK Kroměříž, ,,
PŘ OSK Praha 1, ,,
PŘ OSK Praha 10, ,,
PŘ OSK Praha 8, ,,
PŘ OSK Praha 9, ,,
PŘ OSK Prostějov, ,,
